block_code,inbound_factory,outbound_factory,inbound_date,outbound_date,length_m,width_m,height_m
B009106,2dock-P-no-2,wharf-f-no-3,2026-08-05,2026-08-20,5,7.8,3.4
B009107,1dock-P-no-2,wharf-f-no-5,2026-08-06,2026-08-06,2,8.7,15.7
B009108,1dock-P-no-7,wharf-f-no-2,2026-08-06,2026-08-06,2,9.1,6.8
B009109,texaco-p-no-1,texaco-f-no-3,2026-08-06,2026-08-06,82.1,16,5.8
B009110,texaco-p-no-6,texaco-f-no-2,2026-08-06,2026-08-06,4,10.7,7.5
B009111,1dock-P-no-1,wharf-f-no-2,2026-08-06,2026-08-07,4.1,8.9,10.4
B009112,1dock-P-no-2,2dock-f-no-1,2026-08-06,2026-08-07,6,16.2,5.4
B009113,1dock-P-no-2,texaco-f-no-1,2026-08-06,2026-08-07,5.8,10.5,5.3
B009114,1dock-P-no-7,2dock-f-no-1,2026-08-06,2026-08-07,7,11.7,8.3
B009115,2dock-P-no-1,e4-f-no-5,2026-08-06,2026-08-07,4.8,11.1,13.6
B009116,e4-p-no-1,e4-f-no-3,2026-08-06,2026-08-07,5.6,8.7,11.3
B009117,e4-p-no-1,e4-f-no-3,2026-08-06,2026-08-07,73.2,16,13.8
B009118,e4-p-no-4,e4-f-no-2,2026-08-06,2026-08-07,19.3,9.5,4.5
B009119,texaco-p-no-6,texaco-f-no-3,2026-08-06,2026-08-07,6.5,17.1,3
B009120,texaco-p-no-8,texaco-f-no-3,2026-08-06,2026-08-07,7.1,14.2,11.5
B009121,2dock-P-no-2,e4-f-no-5,2026-08-06,2026-08-08,18.8,10.7,5.4
B009122,e4-p-no-1,wharf-f-no-5,2026-08-06,2026-08-08,7.1,13.5,3.7
B009123,texaco-p-no-5,1dock-f-no-1,2026-08-06,2026-08-08,5.1,8.9,4.5
B009124,1dock-P-no-1,2dock-f-no-1,2026-08-06,2026-08-09,5.1,7.9,7.2
B009125,1dock-P-no-2,2dock-f-no-2,2026-08-06,2026-08-09,12.8,15.8,9.6
B009126,1dock-P-no-7,wharf-f-no-3,2026-08-06,2026-08-09,18.6,9.4,5.8
B009127,2dock-P-no-4,wharf-f-no-2,2026-08-06,2026-08-09,3.5,9.1,5.2
B009128,e4-p-no-2,e4-f-no-5,2026-08-06,2026-08-09,3.5,11,7.1
B009129,e4-p-no-8,e4-f-no-3,2026-08-06,2026-08-09,12.4,19.9,6.8
B009130,texaco-p-no-4,texaco-f-no-1,2026-08-06,2026-08-09,5.8,16.4,7.1
B009131,1dock-P-no-1,wharf-f-no-2,2026-08-06,2026-08-10,6.4,10,3.1
B009132,1dock-P-no-1,wharf-f-no-3,2026-08-06,2026-08-10,5.7,10.5,4.2
B009133,1dock-P-no-2,wharf-f-no-3,2026-08-06,2026-08-10,4.5,8.2,4.5
B009134,2dock-P-no-4,e4-f-no-2,2026-08-06,2026-08-10,15.2,10.7,11.7
B009135,e4-p-no-1,e4-f-no-5,2026-08-06,2026-08-10,6.3,17.5,4
B009136,e4-p-no-2,e4-f-no-1,2026-08-06,2026-08-10,14,17.1,4.7
B009137,1dock-P-no-1,2dock-f-no-2,2026-08-06,2026-08-11,2.4,10.1,4.6
B009138,1dock-P-no-2,2dock-f-no-2,2026-08-06,2026-08-11,6.7,17.1,4.2
B009139,1dock-P-no-5,texaco-f-no-3,2026-08-06,2026-08-11,14.3,20,3.3
B009140,1dock-P-no-7,e4-f-no-1,2026-08-06,2026-08-11,7.2,11,12
B009141,e4-p-no-1,e4-f-no-2,2026-08-06,2026-08-11,60.4,15.2,11.2
B009142,texaco-p-no-1,texaco-f-no-3,2026-08-06,2026-08-11,5.7,13.3,3.2
B009143,1dock-P-no-3,2dock-f-no-2,2026-08-06,2026-08-13,15.1,18.3,9.3
B009144,1dock-P-no-7,wharf-f-no-5,2026-08-06,2026-08-15,7.1,8.6,10
B009145,2dock-P-no-5,e4-f-no-3,2026-08-06,2026-08-15,67,17.3,4.7
B009146,1dock-P-no-1,e4-f-no-2,2026-08-06,2026-08-21,16.3,8.8,3.4
B009147,1dock-P-no-7,wharf-f-no-4,2026-08-06,2026-08-23,5,9.3,5.1
B009148,1dock-P-no-1,wharf-f-no-5,2026-08-07,2026-08-07,72.6,16.5,5.6
B009149,1dock-P-no-1,texaco-f-no-3,2026-08-07,2026-08-07,6.2,16.3,6.1
B009150,1dock-P-no-1,2dock-f-no-1,2026-08-07,2026-08-07,5.6,9.6,10.6
B009151,1dock-P-no-7,wharf-f-no-3,2026-08-07,2026-08-07,16.7,11.6,8.4
B009152,1dock-P-no-1,texaco-f-no-3,2026-08-07,2026-08-08,11.8,19.5,6
B009153,1dock-P-no-2,wharf-f-no-2,2026-08-07,2026-08-08,20.1,10.5,5.6
B009154,1dock-P-no-2,wharf-f-no-3,2026-08-07,2026-08-08,6.6,8.1,7.2
B009155,1dock-P-no-2,wharf-f-no-1,2026-08-07,2026-08-08,7.7,15.1,3.9
B009156,texaco-p-no-4,wharf-f-no-2,2026-08-07,2026-08-08,6.8,13.1,5
B009157,1dock-P-no-2,texaco-f-no-2,2026-08-07,2026-08-09,6.8,16.6,5.6
B009158,1dock-P-no-7,wharf-f-no-1,2026-08-07,2026-08-09,7.2,17.4,8.4
B009159,1dock-P-no-7,1dock-f-no-1,2026-08-07,2026-08-09,8.2,18.6,6.2
B009160,2dock-P-no-1,e4-f-no-3,2026-08-07,2026-08-09,5.8,16.5,4.3
B009161,1dock-P-no-1,2dock-f-no-2,2026-08-07,2026-08-10,6.9,11.3,11.7
B009162,1dock-P-no-2,wharf-f-no-4,2026-08-07,2026-08-10,2.1,9.6,9.9
B009163,1dock-P-no-2,wharf-f-no-1,2026-08-07,2026-08-10,6.7,15.3,8.5
B009164,1dock-P-no-7,2dock-f-no-1,2026-08-07,2026-08-10,7.3,13.6,10
B009165,2dock-P-no-1,texaco-f-no-3,2026-08-07,2026-08-10,5.8,7.9,7.3
B009166,e4-p-no-1,e4-f-no-5,2026-08-07,2026-08-10,6,12,6
B009167,texaco-p-no-7,texaco-f-no-3,2026-08-07,2026-08-10,5,12.9,5.2
B009168,2dock-P-no-2,e4-f-no-3,2026-08-07,2026-08-11,20.6,9,4.4
B009169,texaco-p-no-1,e4-f-no-5,2026-08-07,2026-08-11,65.5,16.4,5.2
B009170,texaco-p-no-2,texaco-f-no-2,2026-08-07,2026-08-11,7.1,15,5.7
B009171,texaco-p-no-6,texaco-f-no-2,2026-08-07,2026-08-11,5.6,12.9,3.9
B009172,1dock-P-no-2,2dock-f-no-1,2026-08-07,2026-08-12,66,17,4.7
B009173,e4-p-no-3,e4-f-no-5,2026-08-07,2026-08-12,2,8.2,3.7
B009174,e4-p-no-1,wharf-f-no-4,2026-08-07,2026-08-13,21.3,9.1,6
B009175,1dock-P-no-6,texaco-f-no-3,2026-08-08,2026-08-08,11.3,16.1,4
B009176,2dock-P-no-1,wharf-f-no-2,2026-08-08,2026-08-08,21,9.2,9.1
B009177,texaco-p-no-1,texaco-f-no-2,2026-08-08,2026-08-09,7.3,13.6,10.6
B009178,1dock-P-no-1,e4-f-no-3,2026-08-08,2026-08-10,7.6,14.7,5.3
B009179,2dock-P-no-1,wharf-f-no-5,2026-08-08,2026-08-10,8.2,14.8,8.8
B009180,2dock-P-no-2,wharf-f-no-2,2026-08-08,2026-08-10,4.1,13.9,3.4
B009181,2dock-P-no-3,wharf-f-no-5,2026-08-08,2026-08-11,2.3,9.2,4
B009182,2dock-P-no-4,1dock-f-no-1,2026-08-08,2026-08-11,6,8.2,5.6
B009183,e4-p-no-1,e4-f-no-1,2026-08-08,2026-08-11,6.6,8.1,3.7
B009184,e4-p-no-1,e4-f-no-1,2026-08-08,2026-08-11,70.1,14.5,5
B009185,texaco-p-no-1,texaco-f-no-1,2026-08-08,2026-08-11,5.9,8.8,8.5
B009186,1dock-P-no-1,wharf-f-no-4,2026-08-08,2026-08-12,3.3,9.8,5.2
B009187,1dock-P-no-1,e4-f-no-3,2026-08-08,2026-08-12,3.4,9.2,5.1
B009188,1dock-P-no-2,e4-f-no-4,2026-08-08,2026-08-12,6.2,10.2,4.9
B009189,1dock-P-no-2,2dock-f-no-2,2026-08-08,2026-08-12,3.7,10.2,3
B009190,1dock-P-no-2,wharf-f-no-1,2026-08-08,2026-08-12,7.2,17.1,4.8
B009191,2dock-P-no-2,texaco-f-no-3,2026-08-08,2026-08-12,2.1,9.7,5.1
B009192,2dock-P-no-2,1dock-f-no-1,2026-08-08,2026-08-12,6.1,9.3,18
B009193,2dock-P-no-3,e4-f-no-2,2026-08-08,2026-08-12,7.4,19.1,6.1
B009194,2dock-P-no-5,e4-f-no-1,2026-08-08,2026-08-12,5.7,8,6.1
B009195,texaco-p-no-3,texaco-f-no-2,2026-08-08,2026-08-12,2,10,6
B009196,1dock-P-no-2,2dock-f-no-1,2026-08-08,2026-08-13,5.9,13.4,14.1
B009197,1dock-P-no-2,2dock-f-no-1,2026-08-08,2026-08-13,14.9,11,9.1
B009198,2dock-P-no-1,2dock-f-no-2,2026-08-08,2026-08-13,12.9,17.3,10.2
B009199,2dock-P-no-1,2dock-f-no-1,2026-08-08,2026-08-13,12.8,17.2,4.8
B009200,2dock-P-no-3,2dock-f-no-1,2026-08-08,2026-08-13,5.9,13.1,5.5
B009201,texaco-p-no-5,texaco-f-no-3,2026-08-08,2026-08-13,21.2,11,3.4
B009202,1dock-P-no-7,wharf-f-no-1,2026-08-08,2026-08-16,6.9,19.1,5.5
B009203,2dock-P-no-2,e4-f-no-5,2026-08-09,2026-08-09,6.8,10.3,4.6
B009204,2dock-P-no-4,1dock-f-no-1,2026-08-09,2026-08-10,5.9,8.8,5.8
B009205,e4-p-no-6,texaco-f-no-3,2026-08-09,2026-08-10,7.5,13.2,6
B009206,texaco-p-no-1,texaco-f-no-3,2026-08-09,2026-08-10,6.8,13.2,4.1
B009207,1dock-P-no-1,wharf-f-no-2,2026-08-09,2026-08-12,6.5,15.9,3.3
B009208,1dock-P-no-2,2dock-f-no-1,2026-08-09,2026-08-12,2.2,8.4,4
B009209,texaco-p-no-5,e4-f-no-3,2026-08-09,2026-08-13,14.3,17.4,4.6
B009210,1dock-P-no-2,2dock-f-no-1,2026-08-09,2026-08-14,6.7,15.4,5.2
B009211,e4-p-no-5,e4-f-no-2,2026-08-09,2026-08-14,13.9,18.7,5.3
B009212,1dock-P-no-1,wharf-f-no-4,2026-08-10,2026-08-10,13,20.3,4
B009213,1dock-P-no-7,wharf-f-no-1,2026-08-10,2026-08-10,5.9,10.2,4.2
B009214,1dock-P-no-7,wharf-f-no-5,2026-08-10,2026-08-10,6.1,15,10.5
B009215,e4-p-no-2,wharf-f-no-4,2026-08-10,2026-08-10,3.3,8.7,5.7
B009216,e4-p-no-7,e4-f-no-4,2026-08-10,2026-08-10,11.1,20.8,5.4
B009217,2dock-P-no-3,wharf-f-no-4,2026-08-10,2026-08-11,2.2,8.8,8.8
B009218,e4-p-no-3,e4-f-no-5,2026-08-10,2026-08-11,5.9,15.1,11.6
B009219,e4-p-no-3,wharf-f-no-1,2026-08-10,2026-08-11,3.5,11.3,5.8
B009220,texaco-p-no-1,texaco-f-no-3,2026-08-10,2026-08-11,7.3,18,14.1
B009221,texaco-p-no-8,2dock-f-no-1,2026-08-10,2026-08-11,2,7.9,9.1
B009222,e4-p-no-9,e4-f-no-5,2026-08-10,2026-08-12,62.5,18.4,3.5
B009223,1dock-P-no-1,e4-f-no-5,2026-08-10,2026-08-13,7.8,11.8,3.1
B009224,1dock-P-no-2,2dock-f-no-2,2026-08-10,2026-08-13,8.3,16.6,8.9
B009225,1dock-P-no-2,wharf-f-no-4,2026-08-10,2026-08-13,4.9,9.7,3.7
B009226,e4-p-no-1,wharf-f-no-1,2026-08-10,2026-08-13,4.8,8.6,5.4
B009227,e4-p-no-5,e4-f-no-4,2026-08-10,2026-08-13,80.6,16.1,5.4
B009228,e4-p-no-5,2dock-f-no-1,2026-08-10,2026-08-13,6.9,15.5,16.6
B009229,1dock-P-no-2,2dock-f-no-2,2026-08-10,2026-08-14,12.5,18.8,5.1
B009230,e4-p-no-1,e4-f-no-5,2026-08-10,2026-08-14,20.2,10.4,7.1
B009231,e4-p-no-1,e4-f-no-4,2026-08-10,2026-08-14,5.8,11.1,5.5
B009232,texaco-p-no-1,wharf-f-no-5,2026-08-10,2026-08-14,4.5,13.9,10
B009233,1dock-P-no-1,wharf-f-no-3,2026-08-10,2026-08-15,18.8,9.9,4.8
B009234,1dock-P-no-2,wharf-f-no-4,2026-08-10,2026-08-15,7.1,10.7,5.6
B009235,1dock-P-no-2,2dock-f-no-2,2026-08-10,2026-08-15,5.8,9.6,11.7
B009236,1dock-P-no-2,e4-f-no-1,2026-08-10,2026-08-15,7.1,10,5.3
B009237,1dock-P-no-2,wharf-f-no-1,2026-08-10,2026-08-15,2.4,9.2,10.2
B009238,2dock-P-no-2,1dock-f-no-1,2026-08-10,2026-08-15,5.6,9.6,4.1
B009239,2dock-P-no-3,2dock-f-no-2,2026-08-10,2026-08-15,2,8.1,3.3
B009240,e4-p-no-1,e4-f-no-1,2026-08-10,2026-08-15,4.2,10,7.7
B009241,e4-p-no-1,e4-f-no-4,2026-08-10,2026-08-15,6.6,10.7,4
B009242,texaco-p-no-1,texaco-f-no-1,2026-08-10,2026-08-15,10.9,16.2,11.6
B009243,texaco-p-no-1,texaco-f-no-1,2026-08-10,2026-08-15,5.4,9.7,11.8
B009244,e4-p-no-1,texaco-f-no-1,2026-08-10,2026-08-16,5.8,11.3,12.9
B009245,1dock-P-no-7,2dock-f-no-1,2026-08-10,2026-08-19,14.4,17.3,9
B009246,1dock-P-no-2,wharf-f-no-4,2026-08-10,2026-08-21,8.4,14.9,3.7
B009247,2dock-P-no-3,e4-f-no-1,2026-08-10,2026-08-21,4.8,9.5,5.8
B009248,e4-p-no-3,e4-f-no-4,2026-08-10,2026-08-31,13.8,15.7,4.7
B009249,1dock-P-no-1,e4-f-no-2,2026-08-10,2026-09-04,59,15.8,5.9
B009250,1dock-P-no-2,wharf-f-no-4,2026-08-11,2026-08-11,4.2,9.6,3
B009251,1dock-P-no-3,wharf-f-no-4,2026-08-11,2026-08-11,7.2,16.9,4.7
B009252,e4-p-no-8,e4-f-no-5,2026-08-11,2026-08-11,5.8,15.7,3.4
B009253,1dock-P-no-1,wharf-f-no-3,2026-08-11,2026-08-12,2.1,7.9,11.9
B009254,2dock-P-no-2,e4-f-no-5,2026-08-11,2026-08-12,14.3,20.4,4.2
B009255,2dock-P-no-2,2dock-f-no-1,2026-08-11,2026-08-12,7.6,15.1,4.4
B009256,texaco-p-no-1,wharf-f-no-3,2026-08-11,2026-08-12,14.9,9,3.8
B009257,1dock-P-no-2,e4-f-no-4,2026-08-11,2026-08-13,4.5,11.1,9.9
B009258,e4-p-no-1,e4-f-no-5,2026-08-11,2026-08-13,6.8,15,8.1
B009259,1dock-P-no-2,wharf-f-no-2,2026-08-11,2026-08-14,14.1,18,3
B009260,1dock-P-no-2,wharf-f-no-4,2026-08-11,2026-08-14,7,13.2,15.7
B009261,1dock-P-no-2,wharf-f-no-4,2026-08-11,2026-08-14,5,8.6,5.5
B009262,1dock-P-no-7,1dock-f-no-1,2026-08-11,2026-08-14,6.3,9.9,4
B009263,2dock-P-no-2,wharf-f-no-2,2026-08-11,2026-08-14,20,9.2,16.4
B009264,texaco-p-no-1,texaco-f-no-1,2026-08-11,2026-08-14,2,9.5,7
B009265,texaco-p-no-1,texaco-f-no-1,2026-08-11,2026-08-14,71,17.8,4.9
B009266,texaco-p-no-1,wharf-f-no-3,2026-08-11,2026-08-14,18.8,10.5,8.7
B009267,2dock-P-no-2,2dock-f-no-2,2026-08-11,2026-08-15,4.8,11.3,3.1
B009268,e4-p-no-4,e4-f-no-2,2026-08-11,2026-08-15,7,9.7,5.9
B009269,texaco-p-no-1,texaco-f-no-2,2026-08-11,2026-08-15,16.6,10.6,3
B009270,texaco-p-no-1,texaco-f-no-2,2026-08-11,2026-08-15,80.9,15.4,4.6
B009271,1dock-P-no-2,wharf-f-no-4,2026-08-11,2026-08-16,70.5,15.6,3.2
B009272,1dock-P-no-2,wharf-f-no-2,2026-08-11,2026-08-16,7.2,15.1,6
B009273,1dock-P-no-2,2dock-f-no-2,2026-08-11,2026-08-16,4.9,12.4,6.3
B009274,1dock-P-no-2,1dock-f-no-1,2026-08-11,2026-08-16,60.2,16.4,3
B009275,1dock-P-no-2,wharf-f-no-3,2026-08-11,2026-08-16,6.6,19.2,7.2
B009276,1dock-P-no-5,2dock-f-no-2,2026-08-11,2026-08-16,11.5,18,4.8
B009277,texaco-p-no-1,texaco-f-no-1,2026-08-11,2026-08-16,4.7,10.7,5.2
B009278,1dock-P-no-2,wharf-f-no-1,2026-08-11,2026-08-17,63.7,16.6,5.1
B009279,1dock-P-no-7,wharf-f-no-4,2026-08-11,2026-08-17,8.1,13,10.8
B009280,1dock-P-no-1,2dock-f-no-2,2026-08-11,2026-08-19,13,17.7,10
B009281,1dock-P-no-7,2dock-f-no-2,2026-08-11,2026-08-26,81.4,17.4,3.4
B009282,1dock-P-no-2,2dock-f-no-1,2026-08-12,2026-08-12,7.5,13.6,4.7
B009283,2dock-P-no-2,wharf-f-no-5,2026-08-12,2026-08-12,7.3,13.3,14.2
B009284,1dock-P-no-1,wharf-f-no-3,2026-08-12,2026-08-13,3.5,10.1,9.2
B009285,1dock-P-no-2,e4-f-no-2,2026-08-12,2026-08-13,14.6,18.8,4.8
B009286,1dock-P-no-2,2dock-f-no-2,2026-08-12,2026-08-13,6.7,10.4,10.4
B009287,1dock-P-no-2,1dock-f-no-1,2026-08-12,2026-08-13,7.5,13.9,4.8
B009288,1dock-P-no-2,texaco-f-no-1,2026-08-12,2026-08-13,6,14.5,5.1
B009289,1dock-P-no-6,1dock-f-no-1,2026-08-12,2026-08-13,5.4,13,4.3
B009290,1dock-P-no-7,wharf-f-no-2,2026-08-12,2026-08-13,16.7,10.3,5.3
B009291,1dock-P-no-7,wharf-f-no-2,2026-08-12,2026-08-13,12.5,16.7,6.2
B009292,2dock-P-no-2,1dock-f-no-1,2026-08-12,2026-08-13,5.9,9.8,3.9
B009293,texaco-p-no-1,texaco-f-no-3,2026-08-12,2026-08-13,7.2,18.6,3.9
B009294,1dock-P-no-2,2dock-f-no-1,2026-08-12,2026-08-14,6.8,12.2,11
B009295,1dock-P-no-7,texaco-f-no-1,2026-08-12,2026-08-14,14.6,16.7,9.4
B009296,1dock-P-no-2,wharf-f-no-4,2026-08-12,2026-08-15,5.7,9.8,5.6
B009297,1dock-P-no-2,wharf-f-no-3,2026-08-12,2026-08-15,7.1,15.5,5.7
B009298,1dock-P-no-6,wharf-f-no-2,2026-08-12,2026-08-15,6.6,9.6,10.5
B009299,2dock-P-no-1,e4-f-no-1,2026-08-12,2026-08-15,4.7,8.9,3.3
B009300,e4-p-no-1,1dock-f-no-1,2026-08-12,2026-08-15,5.8,8.8,3.2
B009301,1dock-P-no-1,wharf-f-no-5,2026-08-12,2026-08-16,4.8,9,14.3
B009302,1dock-P-no-1,1dock-f-no-1,2026-08-12,2026-08-16,19,11.2,4.3
B009303,1dock-P-no-2,texaco-f-no-3,2026-08-12,2026-08-16,2,10.2,4.4
B009304,1dock-P-no-7,e4-f-no-2,2026-08-12,2026-08-16,6.7,10.5,4
B009305,2dock-P-no-1,texaco-f-no-3,2026-08-12,2026-08-16,7.1,11.2,4.5
B009306,2dock-P-no-1,1dock-f-no-1,2026-08-12,2026-08-16,5.1,8.1,5.7
B009307,2dock-P-no-2,wharf-f-no-1,2026-08-12,2026-08-16,5.3,10.2,5.3
B009308,2dock-P-no-2,wharf-f-no-4,2026-08-12,2026-08-16,7.1,16.1,11.1
B009309,e4-p-no-8,e4-f-no-1,2026-08-12,2026-08-16,4.3,10.2,5.9
B009310,texaco-p-no-1,1dock-f-no-1,2026-08-12,2026-08-16,5.8,12,4.3
B009311,texaco-p-no-3,texaco-f-no-1,2026-08-12,2026-08-16,4.2,11.5,4.5
B009312,texaco-p-no-3,texaco-f-no-1,2026-08-12,2026-08-16,12.2,17.1,17.5
B009313,1dock-P-no-1,texaco-f-no-3,2026-08-12,2026-08-17,8.1,11.5,5.4
B009314,1dock-P-no-2,wharf-f-no-2,2026-08-12,2026-08-17,15,15.6,5.4
B009315,1dock-P-no-2,texaco-f-no-3,2026-08-12,2026-08-17,13,16.3,4
B009316,1dock-P-no-2,2dock-f-no-1,2026-08-12,2026-08-17,78.1,15.1,7.2
B009317,1dock-P-no-2,e4-f-no-5,2026-08-12,2026-08-17,6.6,17.3,3
B009318,1dock-P-no-3,e4-f-no-3,2026-08-12,2026-08-17,4.1,9.8,9.8
B009319,1dock-P-no-4,e4-f-no-3,2026-08-12,2026-08-17,4.7,9.6,5.8
B009320,texaco-p-no-1,texaco-f-no-2,2026-08-12,2026-08-17,19.8,9.8,6.1
B009321,texaco-p-no-6,e4-f-no-3,2026-08-12,2026-08-17,4.3,10.7,3.4
B009322,1dock-P-no-1,wharf-f-no-3,2026-08-12,2026-08-18,2.2,10,4.3
B009323,e4-p-no-1,e4-f-no-1,2026-08-12,2026-08-20,5.7,11.2,3.7
B009324,1dock-P-no-2,wharf-f-no-1,2026-08-12,2026-08-22,7.9,12.5,8.4
B009325,e4-p-no-1,2dock-f-no-1,2026-08-12,2026-08-25,8.3,16.1,4
B009326,1dock-P-no-1,e4-f-no-2,2026-08-13,2026-08-13,11.7,19.8,12.5
B009327,1dock-P-no-7,wharf-f-no-3,2026-08-13,2026-08-13,6.9,10.1,5.6
B009328,2dock-P-no-2,wharf-f-no-2,2026-08-13,2026-08-13,3.8,11,5
B009329,1dock-P-no-1,wharf-f-no-3,2026-08-13,2026-08-14,77.8,15.3,4.2
B009330,1dock-P-no-2,e4-f-no-4,2026-08-13,2026-08-14,6.2,16.1,4.9
B009331,1dock-P-no-2,2dock-f-no-1,2026-08-13,2026-08-14,7.6,12.2,4
B009332,2dock-P-no-1,wharf-f-no-3,2026-08-13,2026-08-14,5.2,13.3,5.8
B009333,2dock-P-no-2,e4-f-no-2,2026-08-13,2026-08-14,69,15.5,16.7
B009334,texaco-p-no-5,texaco-f-no-3,2026-08-13,2026-08-14,5.4,12.5,5.4
B009335,1dock-P-no-2,wharf-f-no-4,2026-08-13,2026-08-15,7.3,16.1,7.6
B009336,1dock-P-no-2,1dock-f-no-1,2026-08-13,2026-08-15,5.8,16.6,4.8
B009337,texaco-p-no-4,texaco-f-no-3,2026-08-13,2026-08-15,4,10.8,5.8
B009338,1dock-P-no-7,wharf-f-no-3,2026-08-13,2026-08-16,7.8,12.6,7.7
B009339,2dock-P-no-1,texaco-f-no-2,2026-08-13,2026-08-16,7,9.3,8
B009340,e4-p-no-2,e4-f-no-4,2026-08-13,2026-08-16,5.6,9.5,3.3
B009341,texaco-p-no-1,texaco-f-no-3,2026-08-13,2026-08-16,4.3,9.6,5.3
B009342,1dock-P-no-1,2dock-f-no-1,2026-08-13,2026-08-17,12.3,19.2,8.5
B009343,1dock-P-no-2,2dock-f-no-1,2026-08-13,2026-08-17,5.2,10.1,3.8
B009344,1dock-P-no-2,2dock-f-no-2,2026-08-13,2026-08-17,81.1,15.7,4.1
B009345,2dock-P-no-1,e4-f-no-5,2026-08-13,2026-08-17,15.3,10,5.5
B009346,texaco-p-no-1,texaco-f-no-3,2026-08-13,2026-08-17,3.8,8.7,5.3
B009347,1dock-P-no-1,1dock-f-no-1,2026-08-13,2026-08-18,4.3,8.7,15
B009348,1dock-P-no-1,2dock-f-no-2,2026-08-13,2026-08-18,6.1,8,5.2
B009349,e4-p-no-4,e4-f-no-3,2026-08-13,2026-08-18,5.7,13.5,4.1
B009350,texaco-p-no-7,texaco-f-no-3,2026-08-13,2026-08-18,82.6,17.7,3.1
B009351,texaco-p-no-7,texaco-f-no-2,2026-08-13,2026-08-18,8.4,17.2,8.7
B009352,texaco-p-no-7,e4-f-no-2,2026-08-13,2026-08-20,4.7,10.3,4.3
B009353,1dock-P-no-1,wharf-f-no-4,2026-08-14,2026-08-14,2.1,9.8,7.1
B009354,1dock-P-no-1,texaco-f-no-2,2026-08-14,2026-08-14,8.1,16.4,10.2
B009355,1dock-P-no-7,wharf-f-no-4,2026-08-14,2026-08-14,5.6,10.1,6.3
B009356,2dock-P-no-1,e4-f-no-1,2026-08-14,2026-08-14,4.2,12.4,5.6
B009357,e4-p-no-5,e4-f-no-1,2026-08-14,2026-08-15,6.1,15.2,3.9
B009358,e4-p-no-7,wharf-f-no-5,2026-08-14,2026-08-15,4.3,8.8,3.5
B009359,texaco-p-no-3,texaco-f-no-3,2026-08-14,2026-08-15,6.9,7.8,4.1
B009360,1dock-P-no-3,2dock-f-no-2,2026-08-14,2026-08-16,5.9,12.2,6.9
B009361,1dock-P-no-4,wharf-f-no-5,2026-08-14,2026-08-16,17.4,10.9,4
B009362,texaco-p-no-1,texaco-f-no-1,2026-08-14,2026-08-16,7.7,16.2,3.9
B009363,texaco-p-no-2,texaco-f-no-3,2026-08-14,2026-08-16,3.7,9.9,6.4
B009364,1dock-P-no-1,wharf-f-no-4,2026-08-14,2026-08-17,5.8,8.3,3.2
B009365,1dock-P-no-1,texaco-f-no-3,2026-08-14,2026-08-17,5.8,11.3,4.7
B009366,1dock-P-no-2,texaco-f-no-1,2026-08-14,2026-08-17,4,9.4,4.7
B009367,1dock-P-no-2,wharf-f-no-2,2026-08-14,2026-08-17,6.4,11.7,3.5
B009368,1dock-P-no-2,2dock-f-no-2,2026-08-14,2026-08-17,17.9,9.5,4.2
B009369,e4-p-no-4,e4-f-no-3,2026-08-14,2026-08-17,4.7,10.8,7
B009370,texaco-p-no-7,e4-f-no-2,2026-08-14,2026-08-17,5.1,8.6,5.4
B009371,texaco-p-no-8,1dock-f-no-1,2026-08-14,2026-08-17,6.4,11.3,4.6
B009372,1dock-P-no-1,1dock-f-no-1,2026-08-14,2026-08-18,6.6,9.4,3.3
B009373,1dock-P-no-2,1dock-f-no-1,2026-08-14,2026-08-18,11,18.9,4.8
B009374,1dock-P-no-2,1dock-f-no-1,2026-08-14,2026-08-18,7.8,11.4,3
B009375,1dock-P-no-7,wharf-f-no-3,2026-08-14,2026-08-18,7.7,19.3,3.9
B009376,texaco-p-no-1,e4-f-no-2,2026-08-14,2026-08-18,17.3,10.7,9.9
B009377,1dock-P-no-1,wharf-f-no-5,2026-08-14,2026-08-19,6.8,9.2,5.2
B009378,1dock-P-no-2,1dock-f-no-1,2026-08-14,2026-08-19,5.8,8.4,3.3
B009379,2dock-P-no-2,wharf-f-no-1,2026-08-14,2026-08-19,7,16,9
B009380,2dock-P-no-2,texaco-f-no-3,2026-08-14,2026-08-19,2.1,10.4,5.1
B009381,1dock-P-no-2,wharf-f-no-4,2026-08-14,2026-08-20,7.5,19.7,3.2
B009382,1dock-P-no-1,wharf-f-no-4,2026-08-14,2026-08-21,2,8.6,3.1
B009383,1dock-P-no-2,wharf-f-no-2,2026-08-14,2026-08-21,4.1,12.1,10.7
B009384,2dock-P-no-1,wharf-f-no-5,2026-08-14,2026-08-21,6.9,17.1,3.6
B009385,texaco-p-no-1,wharf-f-no-3,2026-08-14,2026-08-28,6.3,8.5,4.9
B009386,1dock-P-no-7,1dock-f-no-1,2026-08-15,2026-08-15,4.7,8.9,6.2
B009387,e4-p-no-4,wharf-f-no-5,2026-08-15,2026-08-15,8.2,19.6,3.3
B009388,1dock-P-no-2,2dock-f-no-2,2026-08-15,2026-08-16,4.4,9.7,4.2
B009389,1dock-P-no-2,2dock-f-no-1,2026-08-15,2026-08-16,4.4,9,5.6
B009390,1dock-P-no-1,wharf-f-no-5,2026-08-15,2026-08-18,7.4,15.5,3.3
